BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abm_milk_choice_upload.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2024 16:11:43:703 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,
-25,25,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],habit-threshold,memory-lifetime,p-interact,incumbent-initial-habit,social-blindness,cognitive-dissonance-threshold,network-parameter,social-conformity,social-susceptibility,justification,oat-health-mean-initial,oat-env-mean-initial,soy-health-mean-initial,soy-env-mean-initial,almond-health-mean-initial,almond-env-mean-initial,[step],count turtles with [color = red],count turtles with [color = green],count turtles with [color = white],count turtles with [color = yellow],mean-health-impact,mean-env-impact,total-milk,initial,mean-incum,mean-oat,mean-almond,mean-soy
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,28,98,351,117,434,16.948698968404,2.49692573081166,60441782.5399974,2300000,452.398006530654,411.053659167316,420.240042237401,416.077232064629
191,8,5,1,10,0.4,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,40,99,396,67,438,14.4864626073831,2.12859586482585,79530148.0499815,2300000,383.564627025349,358.993352177473,355.310436589132,355.669354208045
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,29,92,371,104,433,16.3918137697411,2.41727205132784,62086712.2699946,2300000,438.732668489552,399.691868913008,410.120089933731,396.385102663708
191,8,5,1,10,0.4,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,41,99,386,74,441,14.5963552921816,2.14769721113956,80997508.8699812,2300000,386.85854636539,357.764527088345,361.350985379542,361.386761166723
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,30,90,349,113,448,16.5672521213736,2.44587660891124,63751596.9799964,2300000,443.725444920521,398.203072188036,416.922773540178,406.033419351266
191,8,5,1,10,0.4,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,42,101,417,47,435,14.2424815721583,2.09406508801104,82427190.9099748,2300000,377.487564844395,350.656693904518,350.424254960476,351.113526290612
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,31,88,378,103,431,16.1574637873537,2.38166940150445,65373848.4899968,2300000,431.532946920549,394.53757507168,403.573453955017,392.607534052755
191,8,5,1,10,0.4,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,43,102,380,53,465,14.0096580005942,2.06340854675368,83837106.8999738,2300000,371.64839190637,339.518110963316,348.659589307413,350.089897822901
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,32,81,365,107,447,16.221011629495,2.39313219663858,67003448.7599968,2300000,433.629042689304,389.436393154761,406.057782660106,400.477051495829
191,8,5,1,10,0.4,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,44,99,411,46,444,13.9264993717706,2.04921351738479,85237894.7699797,2300000,368.974065430339,343.113830384101,345.654324172563,343.045650012998
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,33,87,364,119,430,16.110498320396,2.37570336533322,68620699.6000003,2300000,430.733582213861,390.10443779578,402.449915168578,393.962904821781
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2300000,2000,100,100,100
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,1,971,9,16,4,43.1723232577709,6.46165828755669,4612603.5,2300000,2000,100,100,100
191,8,5,1,10,0.4,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,45,97,385,49,469,13.5379752185282,1.9931852120445,86602646.3999843,2300000,357.899695362712,330.036415375838,337.538610937556,339.276908323893
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,34,84,358,113,445,15.7480258576703,2.32023238861828,70201676.3799948,2300000,419.675334599436,379.980188146684,390.792560038433,390.528697215448
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,2,919,27,41,13,42.1927237961333,6.31130199165301,6948211.79999998,2300000,1879.00930716103,152.281625066621,153.077888860983,151.23947891137
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,3,872,51,41,36,40.6705998733492,6.07683728042573,9311216.99999992,2300000,1766.24244725458,198.918203985786,199.073106420902,198.771442338728
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,35,84,352,137,427,15.548887877797,2.29004504890118,71762573.9399951,2300000,414.151692492077,378.776236855214,385.862977350746,382.106653301964
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,4,848,69,39,44,38.9811285314237,5.81681403298369,11677687.4800001,2300000,1651.07703667932,238.156129951097,236.113273622659,241.12403974692
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,5,821,69,46,64,36.8720014520256,5.4976889867041,14051790.2000003,2300000,1509.06272780887,283.76972884626,288.915071190837,292.355192154035
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,36,79,347,99,475,15.6819101371839,2.30525078138131,73332327.479989,2300000,416.615779822443,378.991643442349,381.587851992881,392.558264742327
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,6,785,90,52,73,34.5445748124923,5.14100126736248,16415155.4400001,2300000,1357.20655000741,333.279925412066,334.187454716563,338.691309863958
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,7,714,115,58,113,31.0271609576248,4.60517292689611,18758122.3199996,2300000,1130.80353830941,400.812420161819,402.547500079868,408.803421448905
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,37,77,348,129,446,15.1002389075017,2.22696625102886,74849245.7399886,2300000,403.392018120545,365.051556417589,377.750709211849,370.723976250016
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,8,663,135,52,150,24.8729028834337,3.66755241541126,21055163.7499996,2300000,738.731379712551,519.315168764956,518.035951656335,520.958929866158
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,9,433,206,129,232,21.6605876993318,3.17847653121008,23331886.8899998,2300000,533.0119668678,583.783287458818,580.876611058344,579.051274615038
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,38,88,359,92,461,15.06846047857,2.21550847594588,76359548.2499873,2300000,399.871612589233,365.148004742925,368.20550997614,377.077382691702
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,10,515,192,94,199,21.6433828635491,3.17769088993958,25541928.8500004,2300000,557.593886741487,555.850261048693,548.789086448418,547.808725761402
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,11,450,194,110,246,21.4642635907411,3.15140666824007,27761578.4500014,2300000,542.413832034162,559.295285382887,557.658330155124,560.282152427825
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,39,79,369,114,438,14.992075542189,2.21043551107976,77869348.9599849,2300000,398.672745076691,362.716738202827,375.97036600155,372.440860718932
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,12,445,231,74,250,20.5909552251202,3.02219442215304,29883930.9600001,2300000,522.776445756669,539.813157918944,531.967401090771,527.795505233616
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,40,87,348,94,471,14.4269821159536,2.12481071635242,79317271.9899809,2300000,383.710654873985,341.83623856495,355.210982281884,367.165154279181
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,13,422,246,86,246,20.2452320512588,2.98116822044802,31985821.5499999,2300000,513.398000630291,524.962933685907,538.432801517268,525.096854166534
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,41,79,364,116,441,14.5148428170295,2.13933217132428,80780888.4699807,2300000,384.766379064854,350.941196782499,363.856163942305,364.052740210342
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,14,392,207,120,281,19.8918370250486,2.92825709687626,34050325.6500016,2300000,504.062533266312,514.102250125863,527.301565362757,519.037751245068
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,42,84,360,119,437,14.2105178333515,2.09170926799618,82206198.719974,2300000,377.980539184617,342.367499937448,349.725525140856,355.23668573708
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,15,383,269,84,264,19.7698011204418,2.90196418401897,36086588.460003,2300000,502.71143537176,518.626531350876,510.596650105998,504.328193171367
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,43,77,354,114,455,14.0319109862963,2.06213301446513,83612873.349973,2300000,371.665587026926,339.974161509563,341.873263794753,353.161617668759
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,16,354,229,113,304,19.3482542420043,2.8506191376844,38090551.1500037,2300000,493.14549377402,496.803934357481,513.020375916496,500.992885952003
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,44,84,320,140,456,13.9342913628984,2.04739114156595,85011864.439979,2300000,368.064235787501,338.505178328072,340.139657238161,352.282018646267
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,17,336,281,82,301,18.9346307567515,2.78079563096191,40043282.3600023,2300000,481.337327642518,496.656570985858,491.608679083865,483.128632287761
195,10,5,0.6,8,0,0,8,-0.6,0.8,0.9,1,1,1,1,1,1,45,76,356,91,477,13.6064603662814,1.99151830414581,86374305.6699838,2300000,356.544819419809,335.418952901105,323.367297011031,347.110160668055
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,18,262,298,114,326,18.2326508471012,2.68545871052967,41936334.1000025,2300000,462.604280846993,471.321126265986,485.277121453672,473.849211433352
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2300000,2000,100,100,100
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,1,982,4,8,6,43.2860362508223,6.47904202338225,4610442.9,2300000,2000,100,100,100
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,19,247,300,100,353,19.0171143180895,2.79978810477957,43885771.6300014,2300000,491.331193581332,485.180892943402,492.981761630173,479.943681845093
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,2,952,9,24,15,42.5512570760081,6.36629158819609,6938162.79999999,2300000,1905.91237808042,140.077105640973,141.062877811235,140.667538467372
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,3,916,28,27,29,41.462982575377,6.19860644234364,9285303.39999994,2300000,1825.3487707178,173.759402964869,173.919378131351,174.113048185984
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,4,896,36,32,36,39.9116658740755,5.962130682559,11638527.0200001,2300000,1719.86116265304,210.287166512646,211.800766703804,211.274524130514
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,20,186,307,86,421,18.6881772753673,2.75242427397484,45808447.469998,2300000,480.639258168065,476.030395143013,488.224313708659,477.781872980262
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,5,850,46,55,49,37.6295823673187,5.61245080658184,14003795.8500002,2300000,1562.49979853933,266.121529173277,267.312454695112,269.335047592285
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,6,807,67,42,84,35.1387997103593,5.2288614951377,16363309.1300001,2300000,1396.70313074584,321.078531727517,316.503680151998,325.227937374646
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,21,198,332,108,362,18.8997117998548,2.7891700269677,47742526.7700007,2300000,493.397670378222,478.474492921262,495.080972569057,467.126164131459
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2300000,2000,100,100,100
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,7,741,87,59,113,31.3215896421595,4.6498355245611,18705773.5299996,2300000,1150.79038247322,398.822468384043,396.746142625166,396.105406517578
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,1,974,13,10,3,43.2330082680949,6.47072411486115,4611523.2,2300000,2000,100,100,100
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,8,709,104,47,140,25.3649412897754,3.74124841986636,21005787.7999995,2300000,769.93579395502,514.605916253704,508.420586841928,507.051972949351
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,22,140,322,108,430,18.65301876863,2.74744357433824,49656353.7800002,2300000,481.376290913492,467.282358451875,483.253064528179,481.915296106454
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,2,923,26,25,26,42.1479240629752,6.30376451244499,6948211.79999998,2300000,1875.2076418859,153.829459881068,153.873363060386,153.77813517265
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,9,480,190,111,219,21.6832893669971,3.18267908294656,23284835.2599997,2300000,534.320383192806,587.103730012188,583.194146360221,574.429200434784
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,23,134,364,116,386,18.3491756413805,2.70539134428435,51517280.4600004,2300000,483.657327514161,456.849004743572,468.947437292461,451.472910449808
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,3,899,28,45,28,40.8752677654121,6.10879268012963,9307290.09999992,2300000,1781.74199714232,192.366698097197,193.195899362202,191.773705398284
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,10,527,170,107,196,21.5432445669688,3.16794574113582,25497488.4600003,2300000,553.200008967571,557.626402828522,558.172507491157,543.654280712751
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,4,880,48,41,31,39.4805899717498,5.89070888022787,11667440.7800001,2300000,1685.49226127114,227.303321162412,219.902597991084,227.452499575362
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,24,106,310,132,452,18.3970485460512,2.71177481825381,53378025.8399991,2300000,485.826566420429,448.440908182887,464.728680799598,461.749224597087
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,5,843,59,48,50,37.2929868213587,5.55882317505128,14037078.8700002,2300000,1537.23045595494,277.397412739312,275.073034113532,279.937187192218
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,11,484,196,110,210,21.5167389203268,3.15858382644098,27716428.8600013,2300000,545.797112273849,559.596913532866,555.677664680875,557.868709512409
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,25,104,359,117,420,18.1176170414527,2.66652263053874,55199166.7899985,2300000,481.048308909616,448.873231835311,450.573115172525,440.646294082546
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,6,803,82,45,70,35.1439378668943,5.23014754447469,16395483.3400001,2300000,1397.84468273834,321.672057661184,316.707260909303,322.180468691176
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,12,453,186,130,231,20.475839905666,3.00712017495253,29836472.66,2300000,516.920177832708,533.838522483893,534.044475520444,535.240624162956
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,26,103,325,131,441,17.6338892232915,2.6008648855351,56972836.2699979,2300000,470.223332162784,424.841985542893,441.887417195373,436.71674509895
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,7,728,104,52,116,31.1472231741866,4.62198638540778,18737909.2699996,2300000,1138.35451806396,401.571751376916,398.909250288808,403.590410270312
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,13,447,203,125,225,20.4004148377299,2.99339807349333,31938356.9599999,2300000,517.581599134634,532.264971566745,525.069331798155,526.968397500466
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,14,413,198,133,256,19.8446186819419,2.9157930033443,34002995.7200015,2300000,497.842304750012,517.442736424139,523.126299461771,526.22741936408
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,27,95,339,117,449,18.0406211180871,2.65639424299892,58784218.5599949,2300000,480.127119686847,441.272171732145,447.623132796294,442.359865784714
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,8,644,136,63,157,25.0060908752628,3.6878982547551,21034358.9599995,2300000,747.824536811474,515.938844952906,514.737781177023,517.948527058597
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,15,408,195,116,281,19.6660689999109,2.88698440776947,36037961.740003,2300000,496.347630960886,514.245970936881,511.489190502501,512.883227599732
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,16,352,245,112,291,19.1862333749078,2.81671636836339,38040847.3000036,2300000,478.02353107925,511.468854280693,508.946551914737,504.446622725322
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,28,103,330,115,452,16.9299941107473,2.49687426207536,60484563.2699972,2300000,452.564742063753,410.706961331033,423.830311058935,413.24269554628
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,9,446,211,119,224,21.619796791434,3.17075847770916,23309808.7999998,2300000,529.985308426815,585.883727103757,579.927809316906,579.652995152524
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,17,354,225,111,310,18.870004558591,2.77551529848973,39990215.8000021,2300000,480.465941984182,488.640817731728,494.234500705014,486.027239579076
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,18,265,284,133,318,18.236855784161,2.67826983306042,41881493.9800024,2300000,459.708205645088,483.054470170105,478.947257056467,469.568247128339
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,29,100,343,129,428,16.3401498051653,2.41137953250127,62128931.5899945,2300000,436.653886269518,399.903860416994,413.028733822208,394.78183949128
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,10,527,150,92,231,21.6022603490343,3.17351474210359,25518102.0200004,2300000,556.531476005294,552.717770554266,550.244624226972,548.799349213469
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,19,269,283,103,345,19.0556143216251,2.801368704657,43831718.2900013,2300000,490.944444984987,483.852058610216,487.472857398569,487.954949006229
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,11,460,186,109,245,21.5217671159106,3.15770471152352,27737117.8300014,2300000,545.641268416716,566.870838337374,555.795241692008,550.708461553902
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,20,194,339,118,349,18.668647391143,2.74707397577737,45754077.7099978,2300000,478.432168399447,482.018457728651,487.409230825483,474.499563046422
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,30,89,320,138,453,16.5406779602708,2.43875135841697,63794167.1099964,2300000,440.293532122843,403.462759971288,415.497839613928,405.981388291942
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,31,94,333,115,458,16.2051592907303,2.38414751238058,65417248.6899968,2300000,431.679613928431,396.367208587816,398.242219846736,396.792537637017
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,12,471,208,81,240,20.6320565219187,3.02898168792134,29857254.2000001,2300000,526.752310439751,539.432411508313,530.892412186629,523.059235865308
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,21,185,342,104,369,19.0202546790563,2.80104009145633,47688023.0200006,2300000,497.463854983565,474.911341906736,484.749893948114,476.820219161584
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,32,83,333,113,471,16.2278847495881,2.39023778432087,67047487.4199969,2300000,431.878368138913,395.287290765467,403.390166711893,399.682904383729
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,22,125,362,126,387,18.7687976867796,2.76693943364433,49601063.07,2300000,490.899263207884,470.022425998876,483.890794417399,468.227566375842
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,13,426,255,70,249,20.2420750191051,2.97421160240294,31958372.1099999,2300000,510.300586056649,535.043216289487,533.688442274405,522.085665379458
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,33,80,326,147,447,16.121093123384,2.3753933515629,68665773.5500004,2300000,430.073023493653,392.830899474849,401.282303072623,394.099903958876
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,23,129,342,107,422,18.4481346652456,2.71941224451314,51460425.3200002,2300000,490.076389000082,452.652241223426,464.344090425562,452.289529350932
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,14,418,235,78,269,19.8476762361002,2.92437089402372,34022347.6500016,2300000,502.880121072002,512.601763242438,530.595917296887,517.897738388673
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,34,84,331,115,470,15.842102952555,2.32834016382821,70248643.969995,2300000,421.719611496282,382.298253690452,383.644801512441,395.207753300824
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,24,121,320,129,430,18.3870828123481,2.71605448436471,53319865.6499988,2300000,489.288775388335,449.882710999717,471.296659814281,448.972183797667
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,15,397,262,89,252,19.5584902643105,2.87596439013499,36056946.820003,2300000,492.57097050591,516.273116434837,519.714118385873,506.040964673379
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,35,84,321,140,455,15.5472859156074,2.2897066089688,71810519.1399952,2300000,413.494768338505,377.406730116912,385.7934518443,385.180219700282
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,25,94,349,145,412,18.0365204522878,2.6595212627879,55139946.8799981,2300000,478.875824936866,444.485652078687,456.285823424304,440.433929560143
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,16,352,279,74,295,19.2875138718166,2.83595950524004,38058812.5100037,2300000,486.891433952327,501.193925449728,508.313459287631,505.466871310315
198,10,5,0.6,8,0,0,10,-1,1,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2300000,2000,100,100,100
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,36,82,318,119,481,15.6801938919749,2.30484445392276,73381481.5599892,2300000,416.082303202649,381.119160338344,382.527795713979,391.233160745028
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,26,95,328,135,442,17.7037136288027,2.60918443075399,56913674.8299975,2300000,473.795230220562,428.222427183744,439.095770178329,432.614522417365
198,10,5,0.6,8,0,0,10,-1,1,0.9,1,1,1,1,1,1,1,976,5,9,10,43.2105593909754,6.4674408722566,4611883.3,2300000,2000,100,100,100
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,17,359,275,98,268,18.8652910682846,2.7805887667511,40008812.0300022,2300000,483.061131109748,483.945212594693,499.777858390968,483.215317904591
198,10,5,0.6,8,0,0,10,-1,1,0.9,1,1,1,1,1,1,2,923,16,26,35,42.2452937910544,6.31888915485556,6946317.69999999,2300000,1882.67590598346,150.537880494231,150.786581032154,150.434032490153
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,27,94,343,126,437,18.0550662073486,2.66327510820461,58726325.1999945,2300000,483.190939740808,437.848623847194,452.209656161297,439.401150250701
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,37,77,343,107,473,15.135224740161,2.22698944645475,74900472.9999888,2300000,402.003821403075,368.834990556345,373.084492662189,375.068135378391
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,18,278,298,112,312,18.2057896975859,2.67784821694699,41901080.8900025,2300000,459.014549180587,472.123539203454,481.667694423602,479.463077192357
199,10,5,0.6,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2300000,2000,100,100,100
198,10,5,0.6,8,0,0,10,-1,1,0.9,1,1,1,1,1,1,3,870,35,44,51,40.8280533787459,6.1010031843178,9306052.79999992,2300000,1778.02377360488,194.027860667302,194.023476969283,193.659988758536
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,28,79,324,164,433,16.9419770935289,2.50084022528585,60428782.8199967,2300000,453.713903436068,409.073569373425,426.43402578763,413.236121402878
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,38,82,320,133,465,15.0187234030366,2.21270804912181,76411491.7399874,2300000,398.953123040161,363.215903465958,374.147574278768,374.702139215116
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,19,252,312,121,315,18.9277352588535,2.78479010503701,43851063.0500014,2300000,484.340075069274,487.2387898452,493.683112413187,484.720182672341
199,10,5,0.6,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,1,970,9,11,10,42.994071891837,6.43432310737912,4616204.5,2300000,2000,100,100,100
198,10,5,0.6,8,0,0,10,-1,1,0.9,1,1,1,1,1,1,4,861,60,48,31,39.2030815162843,5.85252375865061,11669419.6000001,2300000,1668.24145684511,233.499948293237,232.070252999345,229.555141862308
196,10,5,0.6,8,0,0,8,-0.6,1,0.9,1,1,1,1,1,1,39,79,333,100,488,15.0512790167998,2.21083968031509,77922045.609985,2300000,397.611957461432,368.639703068903,367.249584752534,377.052624717131
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,29,95,340,151,414,16.495865279398,2.42807335291459,62072883.4999939,2300000,443.262992175573,402.097034591866,403.065156210902,395.675497021659
198,10,5,0.6,8,0,0,10,-1,1,0.9,1,1,1,1,1,1,5,830,57,48,65,37.0041511655628,5.51466635486741,14041711.8400003,2300000,1516.84793554464,283.430531698012,282.377206887929,289.636565869415
199,10,5,0.6,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,2,927,22,23,28,42.0084532476113,6.28236663751501,6956117.09999998,2300000,1864.64083098941,158.093162682884,158.467359704865,158.711246622845
194,10,5,0.6,8,0,0,8,-1,1,0.9,1,1,1,1,1,1,20,199,327,156,318,18.7338688938907,2.75817534854867,45773155.4499979,2300000,483.328810425828,477.107736746451,486.178939770219,475.476913057501
198,10,5,0.6,8,0,0,10,-1,1,0.9,1,1,1,1,1,1,6,778,81,58,83,34.5404424199514,5.13872285070953,16404165.4800001,2300000,1356.59541131363,337.47230963357,333.19990810847,335.186010944326
199,10,5,0.6,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,3,887,37,39,37,40.5395369724098,6.0564076646621,9322032.54999991,2300000,1756.20278657844,203.438409072617,203.123037454662,203.151216894282
197,10,5,0.6,8,0,0,10,-1,0.8,0.9,1,1,1,1,1,1,30,94,306,150,450,16.6184617463252,2.44896707955652,63737853.1599958,2300000,444.556572343629,401.414252195626,411.706460905373,407.292374555371
198,10,5,0.6,8,0,0,10,-1,1,0.9,1,1,1,1,1,1,7,725,103,54,118,30.7347703170444,4.55830734337365,18747433.0099996,2300000,1110.25540634259,413.012163111721,408.243195502961,411.75676504273
