BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,
abm_milk_choice_upload.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experimentCamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2024 13:28:51:278 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,
-25,25,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],habit-threshold,p-interact,incumbent-initial-habit,social-blindness,cognitive-dissonance-threshold,network-parameter,social-conformity,social-susceptibility,justification,memory-lifetime,oat-health-mean-initial,oat-env-mean-initial,soy-health-mean-initial,soy-env-mean-initial,almond-health-mean-initial,almond-env-mean-initial,[step],count turtles with [color = red],count turtles with [color = green],count turtles with [color = white],count turtles with [color = yellow],mean-health-impact,mean-env-impact,total-milk,mean-incum,mean-oat,mean-almond,mean-soy
246,10,0.6,10,0.4,0,10,-1,1,0.9,5,1,1,1,1,1,1,42,61,670,61,208,14.7669526157373,358.186406378924,82293342.9899729,361.159652845763,437.639642554472,252.528119116017,373.91437548375
248,10,0.6,10,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,41,65,628,118,189,15.095623469311,375.280168652597,80892743.7599828,375.354320881202,434.809229630682,274.04623025362,378.231679234496
247,10,0.6,10,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,39,73,189,80,658,15.7082297947859,383.087043403604,77984907.3399882,391.826381447962,393.012566696418,265.856247247716,459.613304607904
243,10,0.6,10,0.4,0,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,41,69,643,119,169,15.1510596734748,376.930827159629,80890241.789984,378.307932205814,436.062006676165,273.40321312528,376.07897799274
244,10,0.6,10,0.4,0,8,-0.6,1,0.9,5,1,1,1,1,1,1,42,75,224,536,165,13.9152430872726,405.211309994193,82295696.649977,370.846332705517,313.949012651356,379.299167221493,365.328727421633
245,10,0.6,10,0.4,0,10,-1,0.8,0.9,5,1,1,1,1,1,1,41,68,568,120,244,15.0609442465901,378.332958926768,80883793.5299827,377.44693833981,422.551000382976,280.028741744337,381.446349532877
248,10,0.6,10,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,42,66,200,576,158,13.7765806422548,406.454957727217,82321591.8499766,367.069409061297,305.338403182227,390.206399817761,366.233877938716
246,10,0.6,10,0.4,0,10,-1,1,0.9,5,1,1,1,1,1,1,43,63,264,553,120,13.637939584885,397.055842242075,83701076.1399712,360.460280816612,319.118849722121,375.575445064722,352.578574396545
247,10,0.6,10,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,40,70,100,586,244,14.1594191988963,414.415051828817,79437856.5999844,377.091767630747,363.75856109749,390.018060200128,322.080871071635
243,10,0.6,10,0.4,0,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,42,68,236,554,142,13.9054814084197,406.934185687191,82321689.0799781,371.136920581746,314.352033654986,383.604130399714,362.354205363553
244,10,0.6,10,0.4,0,8,-0.6,1,0.9,5,1,1,1,1,1,1,43,69,664,80,187,14.589439285689,358.261986359299,83702922.089976,360.880349197517,427.81744218711,255.375173723684,363.152474891688
245,10,0.6,10,0.4,0,10,-1,0.8,0.9,5,1,1,1,1,1,1,42,65,167,617,151,13.732685510327,411.147997677159,82310913.4199764,369.711102799243,304.935571765487,399.350502546947,353.122712888324
248,10,0.6,10,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,43,64,639,118,179,14.5258924915203,361.149738230306,83729969.8599753,360.793372178011,419.099170286614,264.363513868637,364.121953666737
246,10,0.6,10,0.4,0,10,-1,1,0.9,5,1,1,1,1,1,1,44,67,667,74,192,14.4887422005011,351.163219859486,85098616.049977,354.45487437408,428.8100037893,246.900064307319,367.374967529299
243,10,0.6,10,0.4,0,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,43,74,642,97,187,14.5878845636829,360.964523778704,83730209.519977,362.860536314257,422.179133904369,259.949294615258,363.531475166115
247,10,0.6,10,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,41,75,176,100,649,15.1688127975421,369.684131177372,80901534.339984,376.392468511832,379.739435190545,259.064378328895,448.481457968729
244,10,0.6,10,0.4,0,8,-0.6,1,0.9,5,1,1,1,1,1,1,44,67,241,543,149,13.5541890895845,395.144987583776,85101672.0899816,359.291642615336,308.026646038187,373.518415779012,357.913295567464
245,10,0.6,10,0.4,0,10,-1,0.8,0.9,5,1,1,1,1,1,1,43,64,598,169,169,14.4988823452836,365.638783357514,83719323.4099748,363.736674692303,411.571338877868,272.649383513456,360.452592916373
246,10,0.6,10,0.4,0,10,-1,1,0.9,5,1,1,1,1,1,1,45,60,235,564,141,13.1568934287832,382.019648776417,86462532.0399821,345.073426626497,305.608308147863,363.713906501298,349.520348724342
248,10,0.6,10,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,44,62,200,574,164,13.4970320200268,398.347638015027,85129448.0899812,359.903581409192,298.368174370252,382.272650380419,358.933823840138
243,10,0.6,10,0.4,0,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,44,67,223,570,140,13.5387694758,397.602701420262,85130157.8899826,360.35359455739,306.165266813368,378.797068608488,354.632440020752
244,10,0.6,10,0.4,0,8,-0.6,1,0.9,5,1,1,1,1,1,1,45,73,641,78,208,14.1189142049525,345.125534812053,86462727.4699867,348.42658884388,410.65707191423,244.247365990306,357.724353251583
247,10,0.6,10,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,42,69,109,565,257,13.956802316185,405.41219784982,82332627.0299781,369.433578446722,361.436879673617,379.430371899427,320.791859980235
245,10,0.6,10,0.4,0,10,-1,0.8,0.9,5,1,1,1,1,1,1,44,67,180,562,191,13.5123513977057,398.811501449218,85117505.8299807,361.563370278392,293.898346890155,381.047160400506,361.673542430946
248,10,0.6,10,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,45,66,658,103,173,14.0656861775793,347.37447625531,86492445.2999864,347.37631884534,412.547042901951,252.390098616015,350.683749636695
243,10,0.6,10,0.4,0,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,45,76,629,127,168,14.0893699638134,350.782874406127,86494555.6399878,351.041706362851,403.960671937374,256.187841548728,353.207530151046
247,10,0.6,10,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,43,74,176,77,673,14.632715740372,354.465732937341,83742040.5799771,362.280287315815,365.262170085435,245.356937831297,436.514154767453
245,10,0.6,10,0.4,0,10,-1,0.8,0.9,5,1,1,1,1,1,1,45,66,655,112,167,14.0460461306205,349.662770177285,86479451.5699857,348.961278146076,409.527023909686,256.506204169738,346.9512337745
247,10,0.6,10,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,44,68,112,555,265,13.6703227030645,395.92535335271,85143286.8099826,361.031722761136,354.819586908593,369.697017105556,315.697903224714
247,10,0.6,10,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,45,71,190,81,658,14.1580222107921,342.949337661113,86506888.9999876,350.459115700754,354.937799051625,237.385944624193,420.819330623427
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,1,972,7,8,13,43.1585698018232,1304.20485338472,4612963.6,2000,100,100,100
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,2,943,14,23,20,42.522026460447,1282.88313433153,6941763.79999999,1903.33071880319,142.48572176071,142.022886536491,140.960872899606
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,3,910,36,25,29,41.381365793128,1243.31476152808,9291972.14999994,1817.49931882778,180.158249035331,175.421485809815,177.129296327072
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,4,866,45,39,50,39.8795621245759,1195.37518739508,11648007.4400001,1716.33689204034,212.490973151712,213.370109300057,213.837315507889
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,5,824,68,42,66,38.0063601160687,1132.29743623359,14013876.4900002,1586.16881168002,261.653241561733,257.491439619046,260.555557139197
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,6,806,60,49,85,35.6202662683549,1056.23252326857,16374780.9400001,1430.56706646299,308.704749694077,310.435135051127,311.197498791805
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,7,716,122,65,97,32.1812751702353,942.886359944793,18718139.7499997,1206.38523247672,384.630818409061,376.176307195846,376.166451918371
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,8,423,41,6,530,27.5265509635269,775.663259702778,21019909.4799996,900.879876461457,434.156296040359,433.314509501759,533.419047996425
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,9,155,45,629,171,22.6849208803887,691.091827823042,23298406.7099998,644.906319876025,540.332486438189,638.167372062543,455.091051623243
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,10,139,61,192,608,22.8510864254989,589.915632203042,25514533.4200004,590.269783456055,561.546209621628,444.711521293057,619.599195629263
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,11,214,63,540,183,21.6661344819877,643.885581017109,27733936.2400014,585.541284903024,567.175911861035,609.757241944658,456.928381291283
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,12,153,51,89,707,21.4760519652928,538.319820832728,29858994.8600002,526.646523524016,544.351940772711,416.453391613159,637.606764090114
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,13,117,62,468,353,20.1401161433334,582.007011495758,31965335.1299997,515.580952928331,542.775595719519,565.133428636342,482.850292715806
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,14,189,81,77,653,21.0765771570122,530.408291549366,34038218.100001,522.590089245432,538.120161046981,405.468274889347,606.70444481824
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,15,112,70,534,284,19.3998024609971,566.938688670288,36083691.3400022,495.972252392072,525.167162790488,562.398557555749,461.93526726169
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,16,129,82,106,683,20.5065643750167,510.500267177449,38098053.6400028,504.981662490292,520.858388931055,384.850575184013,603.671673394641
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,17,109,93,498,300,19.0424800779345,548.625962310136,40066249.1300016,494.246593462796,509.453984760811,519.677648834671,444.817262941722
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,18,127,102,92,679,19.5475506677941,487.803655002908,41975939.5600017,486.285890829155,488.578999858525,362.895478977622,571.930060334697
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,19,89,92,515,304,18.7841119473177,545.577104495555,43919341.2100009,491.04823916227,491.178458696822,519.70097435552,441.473977785388
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,20,108,146,109,637,19.7668918395706,496.533950106723,45845105.229998,496.149430957425,494.258707737026,369.0602329447,566.295648360848
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,21,86,95,533,286,18.7429683541675,548.164260344397,47778673.78,495.351120430964,481.750419830612,520.985004466515,435.482005271908
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,22,85,137,104,674,19.7492317060071,490.272770788001,49695007.9199997,493.807334127638,490.990013795743,355.989538778284,575.547253298334
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,23,75,106,497,322,18.3226370135301,528.733064161183,51567128.9099997,484.726614861134,469.27412441926,489.293003440562,428.827247279044
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,24,87,151,59,703,19.3863798378816,476.789057150742,53433724.2099984,486.194193326815,479.511888420298,335.20270911247,565.686509140416
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,25,66,102,493,339,17.9682583198119,515.952512308842,55268933.9199977,473.652523828183,458.221288081153,475.589065433658,427.746832657006
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,26,72,158,70,700,18.6065114311258,457.105322850452,57058538.929997,467.084715447745,456.446987019155,319.839562387716,546.233745145385
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,27,72,99,521,308,17.747859262237,512.490775121378,58870542.4999944,470.510360473365,450.156317247019,473.565757309115,417.771134970501
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,28,75,177,85,663,17.7438026548965,439.224598057466,60587444.5499962,444.508000286745,437.1450156292,315.308966351485,519.940067732569
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,29,73,107,529,291,16.2268941950184,471.091966416279,62247763.5499942,431.113740395117,409.375974256402,438.501772053499,381.327513294982
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,30,75,174,81,670,17.2884396089377,424.433155768737,63917837.3199957,431.249026843952,425.328141033253,300.530863009561,512.965739113234
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,31,66,104,513,317,15.9510780169856,460.158581079635,65551785.8699963,420.672502112033,405.007680517844,427.751512998381,380.516854371742
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,32,69,171,97,663,16.900186869343,416.967914648538,67186455.3199964,422.524305945611,415.51791202819,297.928945711164,498.698286315034
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,33,68,107,478,347,15.9584090765961,456.289639146791,68811185.4499993,421.088496088674,402.971248466228,416.650523003271,384.019862441825
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,34,74,149,75,702,16.5037134659579,402.948757576163,70405116.1399946,410.002486890522,406.172742921347,283.419589505751,494.335870682379
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,35,70,97,468,365,15.464063737997,438.383589798846,71980805.3099939,404.338547082974,394.966803910336,398.973933998866,377.409885007823
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,36,68,174,62,696,16.3199294284535,396.375963540344,73560276.6999884,402.385116622463,406.488054396737,279.048037433612,491.550181547188
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,37,65,96,476,363,15.0582953758166,427.370125566508,75097002.5099871,393.54569225175,380.482288650288,390.298198872342,372.399630225621
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,38,68,159,80,693,15.6506799492896,382.324728972844,76617209.1899857,385.789959001401,389.802167505991,273.720732176376,470.893821316231
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,39,66,114,469,351,14.8289287272732,420.675080444427,78134440.8599833,385.695656248397,381.60890919274,386.36815330696,363.558951251902
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,40,66,144,88,702,15.0246114647665,366.767364552173,79596857.2699795,369.306309925347,370.958580996902,263.808632179995,458.342886897756
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,41,65,98,460,377,14.3500827185919,405.680367878058,81066891.9599785,371.565648544798,368.180675878873,372.675558338486,357.612807237842
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,42,66,190,56,688,14.7834907179494,358.710057671297,82502775.0099723,362.367004356906,370.543988751775,254.984103920304,447.987952971015
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,43,64,100,476,360,13.7906527862656,394.975399592101,83921746.5999706,359.365413547581,348.41757547322,368.75541218945,342.433188789749
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,44,62,167,58,713,14.4752451102532,349.025938843712,85328454.3099755,352.974157414597,359.456313499313,246.648132805126,447.629106280965
249,10,0.6,10,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,45,62,95,424,419,13.4668897650205,376.347123700631,86706366.4999797,345.983399268725,341.447316362843,342.234180262249,348.247294106184
238,10,0.6,10,0,0.4,10,-1,1,0.9,5,1,1,1,1,1,1,42,72,570,127,231,14.6692745478942,363.775653560719,82418189.079974,360.201263356921,426.228655695483,270.630224491604,374.794986455991
238,10,0.6,10,0,0.4,10,-1,1,0.9,5,1,1,1,1,1,1,43,67,245,480,208,13.7173308722276,391.584829947521,83830326.3699723,357.593178185231,321.18334228204,364.237443780351,369.123325752379
238,10,0.6,10,0,0.4,10,-1,1,0.9,5,1,1,1,1,1,1,44,72,568,79,281,14.3636025245202,353.688175671102,85231381.5399779,351.086830046563,416.010376467541,260.711143221815,373.246820264082
238,10,0.6,10,0,0.4,10,-1,1,0.9,5,1,1,1,1,1,1,45,66,235,471,228,13.2349953030804,380.517198515666,86600803.5499828,344.686627403186,312.634572323416,359.134500783496,352.966309489902
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,1,973,6,12,9,43.051826307727,1300.67740380553,4615124.2,2000,100,100,100
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,2,951,15,17,17,42.2767539727857,1273.7537927756,6949371.39999998,1884.08141942922,150.778426687472,148.72292949742,150.664424385883
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,3,925,21,23,31,41.4145402381553,1244.81940703038,9298815.44999994,1820.40221088077,177.70971447545,174.850088252914,176.482036390865
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,4,882,33,36,49,40.2200568059986,1205.36783364094,11652140.81,1738.9269547025,207.190519218343,202.826714907468,204.381171171693
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,5,869,39,39,53,38.5373699455353,1149.62736982473,14015082.9400002,1622.59303779529,249.171777542174,244.149766192232,247.027548470306
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,6,836,56,37,71,36.3917575410262,1078.94450916918,16373576.3700001,1480.64229081802,295.007160011544,288.506691374227,294.337287796207
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,7,784,81,52,83,33.5105073196789,986.951557583048,18716815.4399997,1295.84774717778,350.313262800503,347.391316633214,349.686743388502
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,8,447,27,489,37,27.4823243619011,822.50762884596,21021866.2399997,935.713477205109,431.42903106072,507.683753260854,430.224538473315
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,9,166,35,75,724,24.5849290283149,628.374287812125,23299911.3499999,669.371523829309,541.687155757508,411.849831031948,655.136599381235
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,10,137,47,465,351,22.0580518709212,633.190799969386,25524930.5100005,590.427747120885,567.946360573159,569.372640317634,497.272411988323
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,11,260,59,65,616,22.9688042917176,583.362806662894,27747967.4600014,586.61997364638,573.943413341997,430.784911289618,631.688651722005
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,12,121,44,604,231,20.1212223856282,595.090297001611,29885293.3800004,514.44866687183,550.031193902776,602.178405372619,470.667653852775
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,13,168,58,172,602,21.363243021053,540.810580262741,31996163.6400001,528.776060526038,548.447629375826,420.893639308759,612.752930789378
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,14,184,77,550,189,19.9879420578336,586.825112335651,34068626.0600016,525.004358400273,541.045553743295,565.40850215903,441.004005697403
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,15,148,69,110,673,20.5834435365422,516.116377723987,36107048.9900031,504.151283226528,524.832109407032,400.391242115667,609.048295250772
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,16,114,71,500,315,19.2549296870286,556.873371265238,38116135.820004,494.874822231278,518.617093329717,538.53639075825,457.058523680753
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,17,169,124,97,610,19.9184842304156,503.329661415114,40072919.9500028,496.397903572929,506.31645445539,385.039715783974,569.030056187708
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,18,106,73,573,248,18.1699492337773,535.00575846075,41977400.7500029,472.308214730715,478.515668173151,526.345660842167,427.311256253965
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,19,115,125,147,613,19.8123929314537,501.467987053178,43922235.5100019,495.352118346473,495.96224594805,383.117847571213,570.402548134264
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,20,108,116,547,229,18.629509341958,549.225339632913,45849704.7199989,493.546577637435,486.3956128111,527.535065734244,419.991953817221
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,21,95,123,121,661,19.7303693985496,498.278437131186,47784268.7100011,493.729695492565,483.651976707934,378.325791365954,578.856526433547
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,22,81,103,505,311,18.6329999437809,540.619673496212,49703776.1200011,490.093530211278,475.355328042272,509.947222429717,444.111329316733
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,23,106,170,94,630,19.175329355848,483.829755998927,51570822.9300014,483.787257848557,472.409028440203,360.384072089063,550.466451622178
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,24,72,85,576,267,18.0008310874108,530.30165931273,53434225.6500003,477.080278687894,455.03527740678,509.067081848369,422.220082056958
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,25,77,122,139,662,18.8523588929494,471.843680610659,55263672.4299997,474.912183535542,459.627550942052,345.243040564947,549.664004957459
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,26,73,130,520,277,17.5061449483012,507.711383720022,57051512.3499991,465.418367442071,448.929408504594,470.848942421466,402.643201631869
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,27,77,176,90,657,18.6912234828218,468.028678759406,58864706.5199964,471.245708298918,455.518649593133,342.29181923675,544.137992871198
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,28,68,94,532,306,16.7757601596914,490.69427814249,60586517.4799978,447.269360611274,415.377415135538,461.229517627235,397.934666625954
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,29,74,184,110,632,17.0801867131543,428.249558270504,62245870.0599955,430.009051979851,420.638836435435,315.055777002741,493.648914581972
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,30,68,106,574,252,16.1606629060377,478.22344997413,63912997.6899969,431.819055759203,411.283853366666,457.32710174266,366.697619131472
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,31,71,167,122,640,16.7834475518086,419.719308221363,65541539.5499973,422.415888143312,411.871979531877,306.880836226613,487.373156098197
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,32,65,110,549,276,15.874785284568,466.045973956952,67172479.1199973,423.362850211666,405.831786144017,440.325730618241,361.419203026077
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,33,74,164,104,658,16.7356483208184,416.687252457631,68792601.6700008,421.141627013611,408.491928651081,301.237879858521,489.251114476787
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,34,63,103,529,305,15.4822940521188,452.632071703132,70381474.3199965,412.209384301222,391.483232713899,425.556053787278,359.623979197602
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,35,68,145,99,688,16.2097925602977,400.937637937138,71950777.3699963,405.759094638066,395.513154388007,287.859032055026,480.171768918901
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,36,67,100,482,351,15.470536281349,442.401319245789,73525723.9599916,408.169143856307,393.046232228865,404.040220144547,369.690993770281
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,37,68,171,98,663,15.7614224908003,391.181282951317,75056327.4799909,393.776655568017,388.831969557833,284.476308734536,463.518586139614
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,38,61,108,530,301,14.8215670997182,428.050850093274,76576268.9099897,390.654944360058,377.024589974761,399.071886705331,353.190008959849
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,39,64,165,115,656,15.6054264249354,387.457613873124,78090812.6799875,390.476214851426,381.916579758548,281.290158270241,460.860817119784
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,40,63,116,504,317,14.3006310926423,411.0266953071,79551046.0899838,377.588064156497,361.516553727676,378.771082159967,342.357709955862
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,41,65,159,84,692,15.1619829390322,371.725446972473,81019883.6899833,376.437616755374,372.16885236033,264.939390163998,455.291740720297
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,42,61,103,493,343,14.0883082244482,401.501447888906,82458699.529978,369.13665835168,356.412108346804,368.201023210064,345.066050091452
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,43,63,178,80,679,14.6111244279979,358.370216415772,83874951.5299768,362.47434836177,361.228769015331,256.040981388637,436.507901234262
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,44,63,106,498,333,13.7262863122981,394.384727505478,85281186.6299818,360.799314377153,346.032067532193,365.716806019587,333.686912071067
250,10,0.6,10,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,45,61,173,89,677,14.0967098298295,347.526077093856,86652761.8799864,349.412377187596,347.953717111855,252.315255817309,421.893899883239
251,10,0.6,10,0.4,0.4,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
251,10,0.6,10,0.4,0.4,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,1,977,7,11,5,43.2087011213407,1306.0589924181,4611883.3,2000,100,100,100
251,10,0.6,10,0.4,0.4,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,2,947,23,13,17,42.4690904721674,1280.0261525312,6941888.59999998,1898.45244958209,144.338828100314,142.167514357199,145.046507960396
251,10,0.6,10,0.4,0.4,8,-0.6,0.8,0.9,5,1,1,1,1,1,1,3,911,24,28,37,41.5525700870689,1250.79795981851,9287873.09999994,1832.22227863235,169.799106296849,171.999234492669,171.963880578135
