BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,
abm_milk_choice_upload.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experimentCampGrid3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2024 14:46:23:017 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,
-25,25,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],habit-threshold,memory-lifetime,p-interact,incumbent-initial-habit,social-blindness,cognitive-dissonance-threshold,network-parameter,social-conformity,social-susceptibility,justification,oat-health-mean-initial,oat-env-mean-initial,soy-health-mean-initial,soy-env-mean-initial,almond-health-mean-initial,almond-env-mean-initial,[step],count turtles with [color = red],count turtles with [color = green],count turtles with [color = white],count turtles with [color = yellow],mean-health-impact,mean-env-impact,total-milk,mean-incum,mean-oat,mean-almond,mean-soy
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,26,71,194,583,152,17.0766761954321,504.182172873348,57075777.2999989,450.852747491978,389.012161820076,490.511211969094,452.143478718853
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,27,76,613,141,170,18.3764378306687,466.44567719932,58885549.1899961,454.647483144738,529.596278671639,363.107264126364,462.420864057261
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,28,74,221,537,168,16.4487623452916,480.030058009092,60599900.5399977,430.166619404852,383.658525722696,463.124718956316,437.401485916137
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,29,74,605,123,198,16.7193836654559,425.463307085679,62250341.7199953,413.239304921202,481.31532993549,333.938866922179,421.94767822113
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,30,68,208,551,173,15.9109329605848,467.680764697602,63913098.2399967,417.424315702396,368.440385734472,455.153669897264,421.738148665868
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,31,73,584,146,197,16.4047005795269,419.62152188237,65538476.5599971,405.181546766482,472.041122496977,333.961030133469,414.194620603072
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,1,978,7,9,6,43.3314132524174,1310.11623162374,4609362.6,2000,100,100,100
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,2,954,16,15,15,42.7934950253669,1291.70829525339,6932057.99999999,1923.63278684207,133.379513642514,132.667702460403,133.015397055009
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,32,67,232,542,159,15.5671241972475,456.491728763529,67167468.3799971,406.514052164729,365.715501575721,445.029791781381,411.732474478167
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,3,933,27,18,22,42.3797410770338,1277.97644876234,9260845.99999996,1893.65943493486,145.284269679104,144.774263828393,145.070031557645
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,33,72,597,121,210,16.3790043168225,415.586992695736,68785424.0500007,403.474025533098,471.566824362388,325.910028495738,417.004791608776
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,4,921,30,24,25,41.792144705465,1259.18018547717,11588779.12,1855.12817135789,157.536114168882,157.931799479522,157.337034993706
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,5,864,48,41,47,39.6820774278448,1188.68536259716,13933512.0200001,1707.00216624714,213.147319856598,211.423036174951,213.160377721315
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,34,69,213,565,153,15.1618618657133,444.772946305263,70371845.5999963,396.062685043938,357.195267284925,433.645815306113,399.517782365026
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,6,823,73,39,65,37.7623934367794,1125.41226201653,16274212.56,1579.97725854993,254.379915162391,251.042165647436,255.301200640239
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,35,69,626,121,184,15.8230727565322,399.508537767993,71935841.8799962,387.469930030616,462.856393989262,312.694709693578,400.975246286544
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,7,761,85,58,96,34.0662534504098,1006.09537684909,18604804.0099996,1338.45383997719,329.325823114876,329.671984629774,333.139802278157
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,36,69,269,512,150,15.0456598445348,435.319813578247,73505825.8199912,389.114365283772,363.736307622169,419.49067596806,397.642591125998
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,8,291,650,8,51,26.5004479862395,737.219996058527,20893923.0099996,826.922946879793,562.278307974424,446.397233024596,453.520512121185
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,37,71,594,122,213,15.3261794179519,389.247763783424,75027070.3999907,375.182894800105,444.734104966013,309.412708487925,391.914871745955
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,9,106,52,802,40,21.7383668995511,682.667069296148,23163993.0099999,610.343652344093,423.15030153148,682.830126064805,553.74592005962
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,38,64,212,567,157,14.3710497650356,422.213933831816,76538655.7799895,373.047308659222,342.126936999744,416.196460647717,380.214673693318
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,10,133,823,3,41,23.5961541894694,573.019875574968,25362043.0100007,605.457721945606,681.056315822745,362.893215949461,548.642746282187
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,39,65,617,152,166,15.2249432443631,386.258965133592,78048260.2199872,372.729142765488,445.00675520021,306.053983826926,385.814558207377
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,11,126,46,787,41,21.221471757446,675.373095830809,27579913.0100017,604.301719301736,378.747571898219,679.451166482108,555.369542317938
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,40,67,248,532,153,13.9347979424329,403.815689152451,79504788.1099835,360.159812557919,335.158515916139,390.665893819454,370.543667706487
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,12,148,811,2,39,22.5243814714625,546.201009841486,29688813.0100002,573.598524251502,652.161486833672,350.82297580581,532.317013109017
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,13,116,43,801,40,19.948243357929,632.288369999895,31786903.0100001,561.348958738776,358.788979190521,641.828869266522,536.123192804181
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,41,69,626,129,176,14.7833584910461,373.64246536419,80969713.0599829,360.978225772321,434.081526712845,294.691367243851,375.173830270982
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,14,136,819,0,45,21.9552203371813,528.703241869329,33845823.0100019,555.14143823833,633.601559278245,338.082845599326,532.094156884098
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,42,66,271,508,155,13.7302888222595,395.29050342459,82403127.3999772,353.022797838389,336.643539958743,380.423687085469,363.324315117399
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,15,125,43,787,45,19.2983300746553,608.075152041389,35876173.0100034,540.09518912873,344.626496068723,615.761982869558,529.866331932988
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,43,67,638,127,168,14.2214684346087,358.86927607439,83816724.1599759,345.091401271801,421.87472285637,285.052654968738,361.57798090309
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,16,122,812,0,66,21.1852507000714,507.625525837222,37872313.010004,530.454614724345,611.415500311587,327.313541665244,526.956343298823
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,44,64,240,537,159,13.3198393202066,385.948132860826,85219089.659981,340.523604057757,325.529073891054,378.774372347908,357.53844970328
136,8,5,0.4,8,0,0,2,-0.6,1,0.9,1,1,1,1,1,1,45,69,632,138,161,13.7211501234764,346.78454253633,86585309.6999859,332.538859810493,407.926048830362,277.077346127196,348.677785231948
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,17,120,43,752,85,18.4655778373319,578.641321032157,39813643.0100022,514.721791394058,329.463713114668,583.701309129367,513.443186361906
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,18,105,776,0,119,19.944680209283,478.660224138256,41698963.0100025,497.962192170366,575.402834203375,312.398731876444,499.556241749814
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,1,973,8,11,8,43.2379785357961,1307.15284061542,4611163.1,2000,100,100,100
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,19,95,43,727,135,18.6124641913953,580.676282768962,43651683.0100013,517.8265110621,337.504154751746,582.64922959483,514.740104591326
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,2,950,16,17,17,42.556963770305,1283.59695360567,6939336.69999999,1905.5439462396,141.454426714625,140.27867964639,140.896547399382
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,20,97,732,0,171,20.3305965553167,489.584466164164,45572343.0099977,509.429179536513,584.471283479621,320.247723162508,506.511813821356
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,3,922,28,22,28,41.984235383509,1264.58784270531,9275681.54999995,1864.14088310465,157.94932857209,156.900603631963,157.354034691296
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,4,900,33,30,37,41.3010937681536,1242.88005807158,11610080.67,1819.85665048028,170.849272106472,171.869274313803,171.823923099447
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,21,92,43,686,179,18.4526563461347,573.378337890825,47506363.010001,511.726596521445,342.779920897074,573.532761363025,505.980721218456
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,5,849,60,43,48,39.3118256794427,1176.64667340004,13958766.7100002,1680.92091514307,223.179359006791,221.830556632001,222.75520921814
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,22,75,718,0,207,20.1552043146615,487.418283548468,49417473.0100004,504.153101766846,582.271191481975,324.276742827078,500.4089639241
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,6,798,67,61,74,37.3403852537359,1112.22111931335,16302162.65,1551.4551717495,262.785655596019,262.640736371951,266.514376282526
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,7,736,100,53,111,33.3319952708507,979.974187420683,18635222.1999996,1286.58819025408,352.054901425491,344.31178626822,350.104672052212
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,23,82,43,668,207,17.7115029779477,549.55684562914,51269793.0100007,491.733722488658,331.943071490852,547.362640842245,481.280565178245
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,8,274,48,631,47,25.2553194294815,762.110867685486,20924152.1999996,803.669655150744,460.71801636603,566.363443406307,458.17888507692
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,24,73,712,0,215,19.558607588662,473.862573980234,53125943.0099992,489.274534525599,567.021821420214,316.883311655863,482.970332398323
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,25,76,43,661,220,17.3157162066422,536.342469442538,54938803.0099986,479.203428933896,327.058339905768,534.838101343461,471.760129816875
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,9,102,41,8,849,23.8028404517238,591.031520296901,23194222.1999999,610.622865057637,556.193008452238,407.429971782527,695.8241547076
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,26,75,712,0,213,18.5952520481824,450.524967640304,56705413.009998,464.443233570621,540.846382481557,302.319481531033,459.00090241679
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,10,122,36,795,47,21.2806638020654,676.042248852152,25392272.2000007,604.474014328832,547.416199988337,672.759226313965,373.400559368864
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,27,73,44,650,233,17.2846777091771,534.382582367001,58517643.0099947,476.57691036972,327.958497472874,533.802946157444,473.891645999961
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,11,129,34,3,834,23.583889247825,571.5659407775,27610142.2000017,604.146525149607,554.687413828241,366.808998992596,692.227062029556
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,28,74,720,0,206,17.7658892821504,430.578521971745,60207023.0099974,443.213153195492,518.626310223057,289.93543137344,437.605105208011
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,12,123,33,800,44,20.3317201174225,643.137004658311,29719042.2000002,571.752468277502,533.100579639038,643.623221403437,360.423730680023
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,29,72,44,653,231,15.6255093970261,482.360792813907,61847073.0099944,429.638328794026,296.650346679916,482.405603425164,431.355721100895
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,13,119,32,1,848,22.2587854826474,535.832993745514,31817132.2000001,565.076572377224,534.174024455593,343.729140387448,655.110262779736
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,30,70,712,0,218,17.4993199408832,423.022778068804,63512313.0099965,435.171091835536,512.755502434725,284.654250773361,432.659154956379
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,14,134,35,789,42,19.8398730153879,623.621351903699,33876052.2000019,553.712462862243,532.572017180685,623.188717000287,349.446802956786
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,31,72,44,660,224,15.4110455536545,475.327225988876,65129883.0099968,423.258915714863,295.121346060665,475.285956671334,423.903781553137
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,15,119,35,1,845,21.4390801552782,513.038120442212,35906402.2000033,537.793139942339,528.936293299979,331.995279610307,631.625287147374
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,32,68,734,0,198,17.0891120697418,411.71603492523,66757133.0099968,423.396795086433,502.643700023747,276.527138057941,424.68236683188
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,16,115,60,784,41,19.2092473105861,599.920285984321,37902542.2000039,531.448246859348,527.445612477918,599.44935872333,337.796781939406
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,33,70,44,678,208,15.3480078109012,472.94619273135,68371003.01,420.284309546326,292.263259993197,474.130210456327,427.192220004149
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,17,106,65,0,829,20.5242043520181,490.261386422322,39843872.2000022,514.70986109693,510.487441118702,315.45018333724,600.682514447129
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,34,67,738,0,195,16.5382598997038,396.431066187897,69945853.009994,408.043501335972,487.779028793138,264.697806636705,414.329663234184
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,18,107,102,750,41,18.1687051788783,565.26252098125,41729192.2000025,501.762089277155,500.248323412657,562.430043591055,320.879543719134
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,35,70,44,684,202,14.7755700261713,454.884854309963,71501493.0099946,403.546523054485,282.465966111818,456.874391378406,412.753119455291
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,19,94,95,0,811,20.599448113936,493.890182975479,43681912.2000013,516.631646383815,512.159633431878,321.526131783641,602.402588400665
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,36,68,740,0,192,16.453807871875,393.107698967161,73069453.009988,404.430574473752,487.0761808301,262.077968159123,414.375276537025
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,1,979,4,7,10,43.3660649567636,1311.26118410641,4608642.4,2000,100,100,100
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,20,98,157,704,41,18.5239745311636,574.83240285171,45602572.1999977,510.920540888264,509.671647875571,570.42059260849,329.647218627675
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,2,954,12,12,22,42.7433760834701,1290.01220056646,6932511.69999999,1919.82535793658,134.879443423733,134.312487589913,134.852011049778
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,37,68,45,704,183,14.3087574757049,440.108129611569,74577953.009988,389.749566322981,274.339862411884,442.903821272252,401.506749992884
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,3,943,14,19,24,42.4480460039259,1280.399102598,9259860.29999996,1898.8510269805,143.818834533935,142.803568764954,141.875169720616
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,21,83,124,0,793,20.3459401700134,491.512391866991,47536592.200001,511.734911831271,500.502879769435,325.610937651792,596.171270747502
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,38,67,743,0,190,15.8147591856948,375.745928603908,76084173.0099869,387.309874541832,468.51961613449,248.364114211929,402.02639511175
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,4,925,27,21,27,41.7642466280449,1257.57075895173,11588052.06,1852.50648995812,160.216938921353,157.72696576173,157.741365358803
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,22,92,173,694,41,18.4432936954668,571.526232889617,49447702.2000004,508.595329330333,504.885210088215,566.030113702255,331.599346879196
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,5,885,37,36,42,40.0177102126234,1200.3094779355,13929039.8800001,1731.31770361543,203.178011496534,202.928643696253,203.563461191783
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,39,68,45,702,185,14.2710433485654,438.308362559475,77590613.0099845,387.50722422489,274.610338161844,441.81155778857,402.510879824696
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,23,77,150,0,773,19.4727496996351,470.431147424062,51300022.2000007,489.306364987438,479.682850462282,312.353699380559,570.977085169722
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,6,834,64,42,60,37.6918921663377,1123.182948458,16270144.73,1575.11768869334,257.395874676574,252.981780193172,255.609506436918
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,40,68,744,0,188,15.0722776706789,357.457248814215,79027633.0099803,368.003148848491,448.180460691284,236.586246434679,384.250144025546
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,24,90,190,679,41,17.9140196013946,554.370428291372,53156172.1999992,493.570184319083,487.962702551061,548.507928186367,326.109184943489
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,7,752,92,63,93,33.7905142070348,996.667224928267,18601580.5299996,1319.30892033287,337.877200852147,335.695051163502,338.554627651475
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,41,67,45,689,199,13.8311644699333,424.071702693545,80489133.0099803,374.408380468545,267.369854979482,427.930618733897,391.791145818075
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,25,76,162,0,762,19.0326994900324,460.322656617708,54969032.1999986,477.893498270141,468.185396223813,307.283054814752,559.498050691293
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,8,288,42,623,47,25.4936194587466,766.995121869394,20890591.5299996,817.108781204992,457.242916655656,556.875087653419,457.784214485933
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,42,67,741,0,192,14.8729221875702,352.90943083323,81909453.0099731,362.373381938611,444.540590909801,235.004624077359,378.401403074229
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,26,75,181,703,41,17.0384835120936,526.644678010082,56735642.199998,468.575995566098,463.530883976937,521.345044891807,313.158075565157
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,9,104,854,7,35,23.9271278262756,594.161212779316,23160661.5299999,610.300082051514,694.802106782237,408.876478168039,556.09133299821
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,43,69,44,691,196,13.2581399684193,405.960950387148,83311313.0099726,358.057688722338,258.050668787546,409.934379108382,375.817263381734
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,27,70,161,0,769,19.0706396246797,459.076161496436,58547872.1999947,478.459040898047,470.683262661234,302.550167093739,560.53752934698
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,10,123,46,798,33,21.1058845392233,672.444665122059,25358711.5300007,604.51089303899,371.562434875524,672.674215022736,549.30245706275
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,44,67,750,0,183,14.5944822424274,345.492547222543,84705993.0099797,354.527240361364,437.875044419481,229.955275241402,372.322439977753
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,1,967,12,10,11,43.0287379777853,1300.0303607571,4615484.3,2000,100,100,100
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,2,940,16,18,26,42.4828293136187,1281.3942352379,6944831.79999999,1900.38311552687,143.030240631655,142.851632694643,143.082511146833
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,28,77,173,709,41,16.2798992900552,502.999183721638,60237252.1999974,447.012167341405,444.016752540509,498.616519703369,299.734560414719
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,11,111,853,3,33,23.7173518193575,574.064298118209,27576581.5300017,603.773988372522,691.57795776463,366.606855321415,555.911198541432
137,8,5,0.4,8,0,0.4,0,-1,0.6,0.9,1,1,1,1,1,1,45,68,44,704,184,12.7962951783368,391.195715718733,86060753.0099851,344.496133797045,249.12334449026,395.622557930711,365.517963781985
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,3,929,27,19,25,42.0680811286694,1267.45990234483,9280097.09999995,1870.17518260071,156.595099762655,154.701963557522,153.793054079116
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,29,68,157,0,775,17.2410183782939,413.600160963005,61877302.1999944,430.702145189152,427.996137349216,272.357949502035,508.993767959597
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,4,911,28,25,36,41.5872222978651,1252.45607706099,11610357.98,1840.63919874888,162.327749130083,163.64315357152,163.650778549516
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,12,124,41,801,34,20.208102946592,641.692719499328,29685481.5300002,575.597162844926,355.931826034981,643.113142346724,534.257868773371
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,30,69,191,699,41,16.0341233634902,494.861833999515,63542542.1999965,439.259045595997,439.258243955444,491.060353316163,295.662357132395
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,5,858,53,41,48,39.7901305831647,1192.50348863432,13953842.5200001,1714.86857278412,210.601098160167,208.805468741287,209.209400314428
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,13,117,846,1,36,22.3783696473031,537.972707110319,31783571.5300001,564.818157020613,654.051581068665,343.291139290499,535.929122620223
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,31,67,166,0,767,16.9903913994954,407.993832214116,65160112.1999968,424.413687168189,419.852032253695,269.628366563533,503.675914014583
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,6,817,65,50,68,37.4790458343415,1116.58215125522,16296564.61,1560.78446115489,259.883718256764,258.973228418386,263.080682169965
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,14,123,41,796,40,19.6626288288933,620.143201576478,33842491.5300019,554.222923579813,348.185916979056,623.116442089044,533.394717352088
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,32,67,189,703,41,15.6556591314466,482.66526499532,66787362.1999968,428.048932961998,428.604434162323,479.368775888816,291.227856986863
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,7,736,95,67,102,33.7055797455867,993.633187988469,18628260.2099996,1313.33247166877,340.068123149909,337.339329893862,340.955675287457
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,15,118,836,0,46,21.5861015664305,516.390737471016,35872841.5300034,540.709662265008,628.584116783005,330.644022828231,530.412198123757
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,33,67,161,0,772,16.95655618688,406.641024753504,68401232.2000001,423.246343128888,419.932964942458,268.077034105433,502.613657823222
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,8,288,41,626,45,25.6243803898557,771.941155224415,20917352.2099996,826.372480589554,453.782754655595,554.997230352009,453.939534402842
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,16,115,40,775,70,19.0158167676451,596.150157757429,37868981.5300039,531.403671624003,337.403989392784,599.850707551393,527.481631431818
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,34,68,196,695,41,15.1436347438896,466.535870816744,69976082.1999941,413.39760492454,416.376346052653,463.672923740295,281.403125282511
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,9,111,850,6,33,23.9349263231465,595.201975027298,23187422.2099999,611.581084415649,692.269382770349,409.779593861034,556.439938952969
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,17,107,825,0,68,20.589485202686,492.498930352381,39810311.5300022,514.210035925315,597.775398678377,317.665809003058,511.678756393249
138,8,5,0.4,8,0,0.4,0,-1,1,0.9,1,1,1,1,1,1,35,70,162,0,768,16.3199391346069,391.641138616542,71531722.1999947,406.78348173511,403.965470445929,259.618799770779,485.272248048182
140,8,5,0.4,8,0,0.4,0,-0.6,1,0.9,1,1,1,1,1,1,10,121,35,816,28,21.073519160837,673.250378733808,25385472.2100007,603.98971085836,369.681526254895,676.061229510942,548.317533375803
139,8,5,0.4,8,0,0.4,0,-0.6,0.6,0.9,1,1,1,1,1,1,18,107,40,727,126,17.9532414203088,560.563356934039,41695631.5300025,499.611407164,319.128491826789,563.342194949988,503.237906059223
